1
title
ne	np	nb
22910	11556	202
connectivities
          1	        179	        180	        480	          1
          2	        187	        406	        186	          1
          3	        440	        185	        186	          1
          4	        872	        407	        232	          1
          5	        407	        199	        200	          1
          6	        199	        407	        872	          1
          7	        405	        179	        480	          1
          8	        405	        178	        179	          1
          9	        180	        478	        480	          1
         10	        406	        439	        186	          1
         11	        439	        440	        186	          1
         12	        888	        872	        232	          1
         13	        413	        194	        195	          1
         14	        194	        413	        415	          1
         15	       1526	        196	        197	          1
         16	       1526	        895	        196	          1
         17	        873	        198	        199	          1
         18	        201	        428	        200	          1
         19	        428	        407	        200	          1
         20	        409	        428	        201	          1
         21	        428	        409	        429	          1
         22	        439	        435	        214	          1
         23	        435	        439	        406	          1
         24	        176	        177	        452	          1
         25	        177	      10604	        452	          1
         26	        479	        405	        480	          1
         27	       1528	        181	        182	          1
         28	        919	        457	        403	          1
         29	       1533	        921	        183	          1
         30	        439	        438	        440	          1
         31	        440	        438	        185	          1
         32	        873	        412	        876	          1
         33	        888	        412	        872	          1
         34	        412	        199	        872	          1
         35	        412	        873	        199	          1
         36	        194	        414	        193	          1
         37	        414	        194	        415	          1
         38	        415	        205	        878	          1
         39	        413	        205	        415	          1
         40	       1536	        430	        432	          1
         41	        416	        895	        892	          1
         42	        205	        416	        892	          1
         43	        416	        205	        413	          1
         44	        416	        413	        195	          1
         45	        196	        416	        195	          1
         46	        895	        416	        196	          1
         47	        237	        425	        429	          1
         48	        425	        428	        429	          1
         49	        407	        425	        232	          1
         50	        428	        425	        407	          1
         51	        202	        409	        201	          1
         52	        409	       1007	        429	          1
         53	        176	        468	        175	          1
         54	        468	        176	        452	          1
         55	        467	        468	        452	          1
         56	        216	        439	        214	          1
         57	        216	        438	        439	          1
         58	        904	        216	        214	          1
         59	        904	        434	        905	          1
         60	        184	       1533	        183	          1
         61	        436	        406	        187	          1
         62	        436	        435	        406	          1
         63	        891	        205	        892	          1
         64	        629	        628	        894	          1
         65	        266	        629	        894	          1
         66	        504	        891	        892	          1
         67	        891	        504	        894	          1
         68	        895	        504	        892	          1
         69	        504	        895	       1526	          1
         70	      10604	        453	        452	          1
         71	        963	        453	        896	          1
         72	        453	        467	        452	          1
         73	        453	        418	        896	          1
         74	        418	        453	      10604	          1
         75	        478	        990	        480	          1
         76	        990	        479	        480	          1
         77	        408	        918	        456	          1
         78	       1589	        465	        898	          1
         79	       1524	       1528	        182	          1
         80	       1524	        408	        456	          1
         81	       1528	       1524	        456	          1
         82	       1527	        924	        478	          1
         83	       1528	       1527	        181	          1
         84	        924	       1527	        456	          1
         85	       1527	       1528	        456	          1
         86	       1527	        478	        180	          1
         87	        181	       1527	        180	          1
         88	       2591	        919	        408	          1
         89	        411	        414	        415	          1
         90	        411	        430	        193	          1
         91	        414	        411	        193	          1
         92	        191	        410	        190	          1
         93	        430	        192	        193	          1
         94	       1536	        192	        430	          1
         95	        192	       1536	        191	          1
         96	        900	       1536	        432	          1
         97	        412	        889	        876	          1
         98	        889	        412	        888	          1
         99	        512	        888	        232	          1
        100	        512	        889	        888	          1
        101	        471	        424	        231	          1
        102	        469	        468	        467	          1
        103	        437	        904	        905	          1
        104	        904	        437	        216	          1
        105	        435	        933	        214	          1
        106	        933	        904	        214	          1
        107	        933	        434	        904	          1
        108	        437	        886	        489	          1
        109	        886	        437	        905	          1
        110	        204	       1624	       1623	          1
        111	        188	        436	        187	          1
        112	        217	        628	        316	          1
        113	        891	        879	        205	          1
        114	        205	        879	        878	          1
        115	        879	        476	        878	          1
        116	        476	        879	        880	          1
        117	        217	        505	        628	          1
        118	        879	        505	        880	          1
        119	        505	        879	        891	          1
        120	        628	        505	        894	          1
        121	        505	        891	        894	          1
        122	        628	        627	        316	          1
        123	        629	        627	        628	          1
        124	        893	        266	        894	          1
        125	        266	        893	        890	          1
        126	        504	        893	        894	          1
        127	        266	        857	        629	          1
        128	        750	        266	        890	          1
        129	        198	       1535	        197	          1
        130	       1535	        198	        873	          1
        131	        479	        417	        405	          1
        132	        417	        418	        405	          1
        133	        418	        417	        896	          1
        134	        212	        417	        479	          1
        135	      11359	        418	      10604	          1
        136	      11359	        177	        178	          1
        137	      11359	      10604	        177	          1
        138	        405	      11359	        178	          1
        139	        418	      11359	        405	          1
        140	        219	        963	        896	          1
        141	        417	        219	        896	          1
        142	        219	        417	        212	          1
        143	        443	        465	        882	          1
        144	        219	        443	        882	          1
        145	        443	        219	        212	          1
        146	        465	        443	        898	          1
        147	        963	        455	       1553	          1
        148	        455	       1554	       1553	          1
        149	        455	        219	        882	          1
        150	        219	        455	        963	          1
        151	        465	        463	        882	          1
        152	        463	        455	        882	          1
        153	        455	        463	       1554	          1
        154	        919	        920	        408	          1
        155	        920	        918	        408	          1
        156	        920	        919	        403	          1
        157	        918	        920	        573	          1
        158	        211	        574	        523	          1
        159	        574	        211	        573	          1
        160	        211	        989	        924	          1
        161	        924	        989	        478	          1
        162	        989	        990	        478	          1
        163	        923	        211	        924	          1
        164	        923	        924	        456	          1
        165	        918	        923	        456	          1
        166	        923	        918	        573	          1
        167	        211	        923	        573	          1
        168	        483	       1589	        898	          1
        169	       1525	       1524	        182	          1
        170	       1525	        182	        183	          1
        171	        921	       1525	        183	          1
